LTE,312,720,1008,5002498,-1,-86.9786,31.0915,3447,50,1,1550916011,1741645142,0
LTE,312,250,13416,100728346,0,-111.7327,34.9046,3623,8,1,1633361731,1742533925,0
LTE,312,720,1015,4640003,-1,-87.4009,31.7556,4179,25,1,1646408715,1777658883,0
LTE,312,290,102,282626,-1,-110.9661,40.1992,1628,50,1,1664617695,1759978803,0
LTE,312,290,102,282625,-1,-110.9478,40.1966,3808,50,1,1664617755,1759978803,0
LTE,312,250,20438,50590467,-1,-77.2178,38.9829,1961,50,1,1665921949,1765826350,0
LTE,312,720,1004,5013762,-1,-85.8736,32.6531,9564,26,1,1667581565,1777658884,0
LTE,312,250,20438,50365187,-1,-77.2104,39.0075,1921,49,1,1677920825,1767979562,0
LTE,312,250,20438,50590465,-1,-77.1789,38.9934,1846,29,1,1677920892,1767979562,0
LTE,312,720,4001,12424962,-1,-88.8863,30.9017,20663,32,1,1685458259,1777658883,0
LTE,312,720,4001,12395266,-1,-88.6587,31.0165,28518,24,1,1685458346,1777658883,0
LTE,312,130,9,357634,-1,-83.0325,37.736,1000,20,1,1690482055,1776493817,0
LTE,312,720,1015,4713730,-1,-88.2346,31.1067,11479,25,1,1688982508,1777658883,0
LTE,312,720,4001,12396802,-1,-88.2606,31.0637,21235,29,1,1688982533,1777658883,0
LTE,312,130,10,320258,-1,-83.5078,37.7434,1367,21,1,1691662835,1775492662,0
LTE,312,130,10,361474,-1,-83.5215,37.745,789,38,1,1691662840,1775492661,0
LTE,312,130,10,369921,-1,-83.5382,37.7447,1448,50,1,1691662860,1775492661,0
LTE,312,130,9,319747,-1,-83.1657,37.749,2925,26,1,1692628648,1776493816,0
LTE,312,130,10,321025,-1,-83.6535,37.7925,1316,27,1,1693334310,1775492769,0
LTE,312,130,10,332801,-1,-83.6257,37.7712,2711,25,1,1693334360,1775492660,0
LTE,312,130,10,369923,-1,-83.5898,37.7469,3980,21,1,1693334460,1775492669,0
LTE,312,130,10,333314,-1,-83.4168,37.7462,1163,50,1,1693335410,1775492663,0
LTE,312,130,10,333313,-1,-83.3934,37.7449,1000,21,1,1693335510,1776493813,0
LTE,312,130,10,346115,-1,-83.3543,37.7631,1547,51,1,1693335580,1776493814,0
LTE,312,130,10,346114,-1,-83.3226,37.7592,1615,41,1,1693335820,1776493814,0
LTE,312,130,9,309251,-1,-83.2829,37.7533,1428,23,1,1693335920,1775492664,0
LTE,312,130,9,309249,-1,-83.2424,37.7469,2352,51,1,1693336030,1775492665,0
LTE,312,130,9,335618,-1,-83.0655,37.7367,1071,21,1,1693336870,1776493817,0
LTE,312,130,9,314369,-1,-83.0725,37.733,1604,22,1,1693336900,1776493817,0
LTE,312,130,9,357635,-1,-83.0427,37.739,1177,50,1,1693336970,1776493817,0
LTE,312,130,9,357633,-1,-83.0192,37.7327,1000,22,1,1693337090,1776493817,0
LTE,312,130,9,371970,-1,-82.997,37.7544,2907,25,1,1693337140,1775492721,0
LTE,312,130,9,307971,-1,-82.9863,37.7235,1253,51,1,1693337160,1776493818,0
LTE,312,130,9,307970,-1,-82.9706,37.7144,1000,21,1,1693477569,1776493818,0
LTE,312,130,9,307969,-1,-82.9658,37.7198,1000,18,1,1693559891,1776493818,0
LTE,312,130,9,315907,-1,-82.9594,37.78,5631,50,1,1693583204,1775492717,0
LTE,312,130,9,371969,-1,-82.9701,37.7783,1856,21,1,1693589307,1775492717,0
LTE,312,130,9,314371,-1,-83.1221,37.7364,1317,23,1,1693637393,1776493816,0
LTE,312,130,9,319746,-1,-83.1548,37.7449,1060,50,1,1693637413,1775492665,0
LTE,312,130,10,361473,-1,-83.4366,37.7382,959,25,1,1693638603,1775492766,0
LTE,312,130,10,361475,-1,-83.4798,37.7447,1981,41,1,1693638793,1775492662,0
LTE,312,130,10,328193,-1,-83.4952,37.75,687,50,1,1693638933,1775492662,0
LTE,312,250,20438,50365186,-1,-77.2354,39.0338,1279,27,1,1693662964,1767979562,0
LTE,312,250,20438,50365210,-1,-77.2363,39.0331,1000,21,1,1693663004,1767979562,0
LTE,312,130,10,321027,-1,-83.6961,37.799,1975,32,1,1694280381,1776493810,0
LTE,312,130,9,314882,-1,-82.569,37.5211,676,43,1,1694334169,1775492709,0
LTE,312,130,10,358915,-1,-83.7559,37.8342,1111,27,1,1694848270,1775492770,0
LTE,312,130,9,343297,-1,-82.7706,37.902,1574,50,1,1695546504,1756758363,0
LTE,312,130,9,311299,-1,-82.7585,37.9124,2503,36,1,1695546624,1756758424,0
LTE,312,130,9,308502,-1,-82.6707,37.9789,4158,33,1,1695547234,1752372606,0
LTE,312,130,9,308482,-1,-82.6613,37.9975,1000,24,1,1695563584,1752372606,0
LTE,312,130,9,350721,-1,-82.6702,37.9771,1359,50,1,1695563654,1752372606,0
LTE,312,130,10,333315,-1,-83.4235,37.746,1006,50,1,1699371117,1775492766,0
LTE,312,130,10,358913,-1,-83.7208,37.8183,1473,50,1,1702114875,1775492770,0
LTE,312,130,10,321537,-1,-83.8078,37.8442,3889,24,1,1702115105,1775492802,0
